,start_time,end_time,tones_produced_
0,2024-09-22 05:00:00+00:00,2024-09-22 07:21:00+00:00,6.772650762038335
1,2024-09-22 07:24:00+00:00,2024-09-22 08:23:00+00:00,2.9134121380846323
2,2024-09-22 08:31:00+00:00,2024-09-22 11:42:00+00:00,9.529006504755435
3,2024-09-22 11:43:00+00:00,2024-09-22 11:44:00+00:00,
4,2024-09-22 11:50:00+00:00,2024-09-22 12:41:00+00:00,2.5073807057256996
5,2024-09-22 13:19:00+00:00,2024-09-22 14:44:00+00:00,4.458845345842531
6,2024-09-22 14:53:00+00:00,2024-09-22 16:00:00+00:00,3.2230317440711462
7,2024-09-22 16:01:00+00:00,2024-09-22 16:10:00+00:00,0.3722873076923077
8,2024-09-22 16:21:00+00:00,2024-09-22 16:22:00+00:00,
